Combined Component Code, Paper Combinations, A*, A, B, C, D, E
S3, 12/22/33, –, 91, 82, 71, 60, 50
AY, 12/22/33/42/52, 188, 172, 156, 135, 114, 93
BY1, 42/52/85, 197, 182, 167, 144, 122, 100
BY2, 42/52/88, 197, 182, 167, 144, 122, 100
CY1, 42/52/95, 188, 170, 152, 132, 112, 93
CY2, 42/52/98, 187, 169, 151, 131, 112, 93
