Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY1, 12/22/33/42/52, 200, 183, 166, 143, 121, 99
BY1, 42/52/85, 197, 178, 159, 136, 114, 92
BY2, 42/52/88, 194, 175, 156, 134, 112, 90
CY1, 42/52/95, 197, 178, 159, 137, 116, 95
CY2, 42/52/98, 198, 178, 158, 136, 115, 94
EV, 42/52/75, 198, 182, 166, 144, 122, 101
S3, 12/22/33, –, 96, 88, 77, 66, 55
