Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 12/22/33/42/52, 195, 178, 161, 140, 120, 100
BY1, 42/52/85, 194, 177, 160, 138, 116, 94
BY2, 42/52/88, 193, 175, 157, 135, 114, 93
CY1, 42/52/95, 198, 179, 160, 139, 118, 97
CY2, 42/52/98, 196, 177, 158, 138, 118, 98
EV, 42/52/75, 194, 176, 158, 136, 114, 93
S3, 12/22/33, –, 93, 85, 75, 66, 57
