Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 12/22/33/42/52, 201, 179, 157, 135, 113, 91
BYJ, 42/52, 105, 90, 75, 62, 49, 37
CY1, 42/52/95, 194, 172, 150, 128, 106, 85
CY2, 42/52/98, 192, 170, 148, 126, 104, 83
EV, 42/52/75, 209, 187, 165, 142, 119, 97
S3, 12/22/33, –, 87, 76, 65, 55, 45
