Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 12/22/33/42/52, 194, 171, 148, 128, 108, 88
BY1, 42/52/85, 191, 167, 143, 121, 99, 78
BY2, 42/52/88, 195, 170, 145, 123, 101, 79
CY1, 42/52/95, 212, 182, 152, 130, 109, 88
CY2, 42/52/98, 208, 178, 148, 126, 105, 84
EV, 42/52/75, 203, 179, 155, 133, 111, 89
S3, 12/22/33, –, 82, 72, 62, 52, 42
