Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 12/22/33/42/52, 176, 151, 126, 106, 86, 66
BYJ, 42/52, 84, 69, 54, 43, 32, 22
CY1, 42/52/95, 170, 144, 118, 99, 80, 62
CY2, 42/52/98, 170, 144, 118, 99, 80, 62
EV, 42/52/75, 184, 163, 142, 122, 102, 82
S3, 12/22/33, –, 80, 68, 56, 44, 33
