Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY1, 12/22/33/42/52, 189, 168, 147, 126, 105, 84
BY1, 42/52/85, 196, 175, 154, 130, 107, 84
BY2, 42/52/88, 196, 174, 152, 129, 106, 83
CY1, 42/52/95, 192, 169, 146, 125, 104, 83
CY2, 42/52/98, 191, 168, 145, 124, 103, 82
EV, 42/52/75, 188, 170, 152, 132, 112, 92
S3, 12/22/33, –, 87, 75, 64, 53, 43
