Combined Component Code, Paper Combinations, A*, A, B, C, D, E
S3, 12/22/33, –, 90, 79, 67, 55, 43
AY, 12/22/33/42/52, 202, 180, 158, 135, 112, 90
BY1, 42/52/85, 208, 185, 162, 137, 112, 88
BY2, 42/52/88, 208, 185, 162, 137, 112, 88
CY1, 42/52/95, 202, 177, 152, 131, 110, 90
CY2, 42/52/98, 204, 178, 152, 131, 110, 90
