Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 12/22/33/42/52, 161, 141, 121, 101, 82, 63
BY1, 42/52/85, 166, 143, 120, 99, 78, 58
BY2, 42/52/88, 166, 143, 120, 99, 78, 58
BYJ, 42/52, 72, 61, 50, 40, 30, 20
CY1, 42/52/95, 156, 135, 114, 94, 75, 56
CY2, 42/52/98, 155, 134, 113, 94, 75, 56
EV, 42/52/75, 164, 143, 122, 102, 82, 63
S3, 12/22/33, –, 78, 67, 55, 44, 33
