Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY1, 12/22/33/42/52, 199, 184, 169, 144, 120, 96
BY1, 42/52/85, 206, 185, 164, 140, 116, 92
BY2, 42/52/88, 207, 186, 165, 141, 117, 93
CY1, 42/52/95, 198, 177, 156, 133, 110, 87
CY2, 42/52/98, 198, 177, 156, 133, 110, 88
EV, 42/52/75, 198, 179, 160, 136, 113, 90
S3, 12/22/33, –, 92, 84, 72, 60, 49
