Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 260, 12, 22, 33, 42,
52, 182, 161, 140, 116, 92, 69
BY1, 260, 42, 52, 85, 178, 150, 122, 99, 76, 53
BY2, 260, 42, 52, 88, 180, 151, 122, 99, 76, 53
CY1, 260, 42, 52, 95, 179, 153, 127, 104, 81, 58
CY2, 260, 42, 52, 98, 178, 152, 126, 103, 80, 57
EV, 260, 42, 52, 75, 179, 156, 133, 109, 86, 63
EVM, 130, 42, 52, 90, 75, 60, 45, 30, 16
S3, 130, 12, 22, 33, –, 83, 74, 62, 50, 39
