Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 12/22/33/42/52, 189, 172, 155, 136, 117, 99
BY1, 42/52/85, 191, 171, 151, 129, 107, 85
BY2, 42/52/88, 189, 168, 147, 125, 103, 82
CY1, 42/52/95, 201, 176, 151, 130, 110, 90
CY2, 42/52/98, 200, 176, 152, 132, 112, 92
EV, 42/52/75, 183, 165, 147, 128, 109, 90
S3, 12/22/33, –, 89, 80, 70, 60, 51
