Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 12/22/33/42/52, 184, 167, 150, 128, 107, 86
BY1, 42/52/85, 183, 164, 145, 122, 100, 78
BY2, 42/52/88, 184, 165, 146, 123, 101, 79
CY1, 42/52/95, 188, 165, 142, 121, 100, 80
CY2, 42/52/98, 189, 166, 143, 122, 101, 80
EV, 42/52/75, 186, 169, 152, 129, 107, 85
S3, 12/22/33, –, 90, 83, 72, 62, 52
