Combined Component Code, Paper Combinations, A*, A, B, C, D, E
AY, 12/22/33/42/52, 193, 170, 147, 122, 97, 72
BY1, 42/52/85, 191, 168, 145, 121, 97, 74
BY2, 42/52/88, 191, 168, 145, 121, 97, 74
CY1, 42/52/95, 191, 164, 137, 115, 94, 73
CY2, 42/52/98, 191, 164, 137, 115, 94, 73
S3, 12/22/33, ., 89, 80, 68, 56, 44
